AVG_GRD,Activity_Type,AvgCourse,AvgInstructor,Course,CourseTitle,CrsLvlNum,CrsPBAColl,CrsPBADept,CrsPBADiv,Honors,Hours,Instruction_Mode,Level,NComb,NIntrFCQ,N/ENROLL,N/EOT,N/GRADE,N/INCOMP,N/NOCRED,N/PASS,N/Ret,PCT/A,PCT/B,PCT/C,PCT/C_MINUS_OR_BELOW,PCT/D,PCT/DF,PCT/F,PCT/GRADE,PCT/INCOMP,PCT/WDRAW,RAP,Section,Subject,Subject_Label,Workload/Hrs_Wk,Workload/Raw,YearTerm,Instructors/0/group,Instructors/0/name,Instructors/0/title,Instructors/1/group,Instructors/1/name,Instructors/1/title,Instructors/2/group,Instructors/2/name,Instructors/2/title
3.88,LEC - Lecture,5.05,5.4,5410,Phonology,5XXX,AS,LING,SS,0,3,P  - In Person,Masters,1,1,23,22,19,3,0,0,20,0.89,0.11,0,0,0,0,0,0.86,0.14,0.04,0,001,LING,Linguistics,7-9,3.25,20141,1 TTT,"SCARBOROUGH, REBECCA ANNE",ASST PROFESSOR,,,,,,
3.94,LEC - Lecture,4.81,5.12,5430,Semantics and Pragmatics,5XXX,AS,LING,SS,0,3,P  - In Person,Masters,1,1,26,24,23,1,0,0,17,0.96,0.04,0,0,0,0,0,0.96,0.04,0.08,0,001,LING,Linguistics,10-12,3.88,20141,1 TTT,"MICHAELIS, LAURA A",ASSOCIATE PROFESSOR,,,,,,
4,SEM - Seminar,6,6,7800,Open Topics in Linguistics,7XXX,AS,LING,SS,0,3,P  - In Person,Doctoral,1,1,13,12,10,1,0,0,12,1,0,0,0,0,0,0,0.83,0.08,0.08,0,003,LING,Linguistics,7-9,3.27,20141,1 TTT,"HALL, KIRA",ASSOCIATE PROFESSOR,,,,,,
2.02,LEC - Lecture,,,1005,Introduction to College Mathematics,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,,17,15,12,3,0,0,,0,0.42,0.33,0.25,0,0.25,0.25,0.8,0.2,0.12,0,311,MATH,Mathematics,,,20141,2 Other reg,"MAUNG, YI MOON",INSTRUCTOR,,,,,,
2.36,LEC - Lecture,4.13,4.64,1011,College Algebra,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,113,100,100,0,0,0,47,0.21,0.36,0.21,0.24,0.04,0.22,0.18,1,0,0.12,0,010,MATH,Mathematics,7-9,2.63,20141,3 Supp,"HARPER, JACOB TYLER",LECTURER,,,,,,
2.78,LEC - Lecture,3.85,4.35,1011,College Algebra,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,118,113,113,0,0,0,46,0.35,0.32,0.18,0.17,0.07,0.15,0.08,1,0,0.04,0,020,MATH,Mathematics,7-9,2.66,20141,3 Supp,"BECKER, S IRA",LECTURER,,,,,,
2.45,LEC - Lecture,3.39,4.13,1011,College Algebra,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,119,113,113,0,0,0,46,0.21,0.35,0.23,0.26,0.12,0.21,0.1,1,0,0.05,0,030,MATH,Mathematics,7-9,3.02,20141,3 Supp,"HARPER, JACOB TYLER",LECTURER,,,,,,
1.74,LEC - Lecture,,,1011,College Algebra,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,,15,15,15,0,0,0,,0.07,0.13,0.4,0.6,0.33,0.4,0.07,1,0,0,0,311,MATH,Mathematics,,,20141,3 Supp,"MAGGIORE, DIANA L",LECTURER,,,,,,
2.99,LEC - Lecture,4.73,5.54,1012,Quantitative Reasoning and Mathematical Skills,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,37,34,34,0,0,0,26,0.53,0.15,0.21,0.24,0.06,0.12,0.06,1,0,0.08,0,002,MATH,Mathematics,0-3,1.48,20141,3 Supp,"YACOUB, WAFA",LECTURER,,,,,,
2.43,LEC - Lecture,3.55,4.07,1012,Quantitative Reasoning and Mathematical Skills,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,34,34,34,0,0,0,29,0.03,0.56,0.26,0.26,0.15,0.15,0,1,0,0,0,003,MATH,Mathematics,4-6,2.22,20141,3 Supp,"JACKSON, HANNAH L",LECTURER,,,,,,
1.8,LEC - Lecture,2.92,3.64,1012,Quantitative Reasoning and Mathematical Skills,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,36,34,34,0,0,0,25,0.09,0.18,0.35,0.5,0.24,0.38,0.15,1,0,0.06,0,004,MATH,Mathematics,4-6,2.45,20141,3 Supp,"JACKSON, HANNAH L",LECTURER,,,,,,
2.84,LEC - Lecture,4.79,5.55,1012,Quantitative Reasoning and Mathematical Skills,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,36,34,34,0,0,0,29,0.35,0.29,0.26,0.26,0.09,0.09,0,1,0,0.06,0,005,MATH,Mathematics,4-6,1.74,20141,3 Supp,"YACOUB, WAFA",LECTURER,,,,,,
2.62,LEC - Lecture,5.37,5.81,1012,Quantitative Reasoning and Mathematical Skills,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,35,34,34,0,0,0,28,0.32,0.35,0.06,0.32,0.24,0.26,0.03,1,0,0.03,0,006,MATH,Mathematics,4-6,1.75,20141,3 Supp,"YACOUB, WAFA",LECTURER,,,,,,
3.01,LEC - Lecture,4.27,5,1012,Quantitative Reasoning and Mathematical Skills,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,33,33,33,0,0,0,11,0.33,0.39,0.27,0.03,0,0,0,1,0,0,0,007,MATH,Mathematics,4-6,1.91,20141,3 Supp,"HARPER, JACOB TYLER",LECTURER,,,,,,
2.76,LEC - Lecture,5,5.69,1012,Quantitative Reasoning and Mathematical Skills,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,36,34,34,0,0,0,29,0.41,0.26,0.15,0.24,0.12,0.18,0.06,1,0,0.06,0,008,MATH,Mathematics,4-6,2.00,20141,3 Supp,"YACOUB, WAFA",LECTURER,,,,,,
3.01,LEC - Lecture,4.91,5.45,1012,Quantitative Reasoning and Mathematical Skills,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,36,33,33,0,0,0,11,0.33,0.42,0.21,0.09,0.03,0.03,0,1,0,0.08,0,009,MATH,Mathematics,4-6,1.89,20141,3 Supp,"HARPER, JACOB TYLER",LECTURER,,,,,,
3.21,LEC - Lecture,5.08,5.54,1012,Quantitative Reasoning and Mathematical Skills,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,29,27,27,0,0,0,24,0.48,0.37,0.11,0.11,0.04,0.04,0,1,0,0.07,0,011,MATH,Mathematics,4-6,2.04,20141,3 Supp,"ROONEY, MARTHA MARIE",LECTURER,,,,,,
2.19,LEC - Lecture,3.54,3.5,1012,Quantitative Reasoning and Mathematical Skills,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,34,32,32,0,0,0,24,0.16,0.28,0.31,0.41,0.13,0.25,0.13,1,0,0.06,0,012,MATH,Mathematics,4-6,2.18,20141,3 Supp,"BAOUCHI, ABDEL WAHAB",LECTURER,,,,,,
2.9,LEC - Lecture,2.63,2.67,1012,Quantitative Reasoning and Mathematical Skills,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,34,29,29,0,0,0,19,0.31,0.41,0.17,0.1,0.07,0.1,0.03,1,0,0.15,0,014,MATH,Mathematics,4-6,1.83,20141,3 Supp,"DOUTHITT, CAMERON BENNETT",LECTURER,,,,,,
2.71,LEC - Lecture,2.73,3.07,1012,Quantitative Reasoning and Mathematical Skills,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,37,35,35,0,0,0,15,0.29,0.34,0.23,0.14,0.09,0.14,0.06,1,0,0.05,0,015,MATH,Mathematics,7-9,2.54,20141,3 Supp,"DOUTHITT, CAMERON BENNETT",LECTURER,,,,,,
2.33,LEC - Lecture,,,1012,Quantitative Reasoning and Mathematical Skills,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,,19,19,19,0,0,0,,0.11,0.42,0.32,0.21,0.11,0.16,0.05,1,0,0,0,250,MATH,Mathematics,,,20141,2 Other reg,"GILLETT, BERNARD",SENIOR INSTRUCTOR,,,,,,
1.84,LEC - Lecture,,,1012,Quantitative Reasoning and Mathematical Skills,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,,17,16,16,0,0,0,,0.13,0.13,0.38,0.56,0.25,0.38,0.13,1,0,0.06,0,251,MATH,Mathematics,,,20141,2 Other reg,"GILLETT, BERNARD",SENIOR INSTRUCTOR,,,,,,
1.75,LEC - Lecture,4.85,5,1021,College Trigonometry,1XXX,AS,MATH,NS,0,2,P  - In Person,Lower,1,1,37,32,32,0,0,0,13,0.09,0.16,0.41,0.44,0.13,0.34,0.22,1,0,0.14,0,001,MATH,Mathematics,4-6,2.10,20141,3 Supp,"ROY, MICHAEL D",LECTURER,,,,,,
2.92,LEC - Lecture,3.11,2.89,1071,Finite Mathematics for Social Science and Business,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,136,130,130,0,0,0,37,0.52,0.17,0.14,0.21,0.07,0.17,0.1,1,0,0.04,0,010,MATH,Mathematics,4-6,1.88,20141,3 Supp,"ROONEY, MARTHA MARIE",LECTURER,,,,,,
2.87,LEC - Lecture,4.09,4.63,1081,Calculus for Social Science and Business,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,135,132,132,0,0,0,54,0.24,0.49,0.19,0.09,0.05,0.08,0.02,1,0,0.02,0,010,MATH,Mathematics,7-9,2.78,20141,3 Supp,"BECKER, S IRA",LECTURER,,,,,,
2.84,LEC - Lecture,2.8,2.85,1081,Calculus for Social Science and Business,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,136,132,132,0,0,0,61,0.31,0.37,0.21,0.11,0.06,0.11,0.05,1,0,0.03,0,020,MATH,Mathematics,7-9,2.57,20141,3 Supp,"ANGEL, EITAN M",LECTURER,,,,,,
2.63,LEC - Lecture,2.84,2.76,1081,Calculus for Social Science and Business,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,136,126,126,0,0,0,50,0.26,0.4,0.17,0.21,0.08,0.17,0.1,1,0,0.07,0,030,MATH,Mathematics,7-9,2.68,20141,3 Supp,"ANGEL, EITAN M",LECTURER,,,,,,
2.96,LEC - Lecture,3.18,3.3,1081,Calculus for Social Science and Business,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,132,130,130,0,0,0,56,0.26,0.52,0.16,0.08,0.04,0.05,0.02,1,0,0.02,0,040,MATH,Mathematics,7-9,2.70,20141,3 Supp,"ROY, MICHAEL D",LECTURER,,,,,,
2.59,LEC - Lecture,3.06,3.12,1081,Calculus for Social Science and Business,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,124,118,118,0,0,0,53,0.21,0.42,0.19,0.19,0.1,0.18,0.08,1,0,0.05,0,050,MATH,Mathematics,4-6,2.49,20141,3 Supp,"ROY, MICHAEL D",LECTURER,,,,,,
4,LEC - Lecture,4.2,4.8,1120,Mathematics for Elementary Educators 2,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,13,13,13,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,001,MATH,Mathematics,4-6,2.00,20141,2 Other reg,"MUIR, CARRIE BESS",INSTRUCTOR,,,,,,
3.33,LEC - Lecture,4.44,4.56,1120,Mathematics for Elementary Educators 2,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,17,17,17,0,0,0,16,0.41,0.47,0.12,0,0,0,0,1,0,0,0,002,MATH,Mathematics,4-6,1.80,20141,2 Other reg,"MUIR, CARRIE BESS",INSTRUCTOR,,,,,,
3.71,LEC - Lecture,3.92,4.46,1120,Mathematics for Elementary Educators 2,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,17,17,17,0,0,0,13,0.76,0.18,0.06,0.06,0,0,0,1,0,0,0,003,MATH,Mathematics,4-6,1.67,20141,2 Other reg,"MUIR, CARRIE BESS",INSTRUCTOR,,,,,,
2.66,LEC - Lecture,4.06,4.66,1150,Precalculus Mathematics,1XXX,AS,MATH,NS,0,4,P  - In Person,Lower,1,1,97,92,92,0,0,0,53,0.37,0.29,0.12,0.24,0.11,0.22,0.11,1,0,0.05,0,010,MATH,Mathematics,7-9,2.50,20141,2 Other reg,"VERNEREY, DIVYA E.",INSTRUCTOR,,,,,,
2.67,LEC - Lecture,4.44,4.78,1150,Precalculus Mathematics,1XXX,AS,MATH,NS,0,4,P  - In Person,Lower,1,1,94,93,93,0,0,0,46,0.3,0.32,0.2,0.23,0.12,0.17,0.05,1,0,0.01,0,020,MATH,Mathematics,7-9,2.74,20141,2 Other reg,"VERNEREY, DIVYA E.",INSTRUCTOR,,,,,,
2.18,LEC - Lecture,,,1150,Precalculus Mathematics,1XXX,AS,MATH,NS,0,4,P  - In Person,Lower,1,,19,18,18,0,0,0,,0.11,0.22,0.44,0.33,0.17,0.22,0.06,1,0,0.05,0,310,MATH,Mathematics,,,20141,2 Other reg,"PIPER, WILLIAM EVERETT",INSTRUCTOR,,,,,,
2.1,LEC - Lecture,4,4.33,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,25,22,22,0,0,0,14,0.23,0.23,0.23,0.45,0.09,0.32,0.23,1,0,0.12,0,001,MATH,Mathematics,10-12,3.83,20141,2 Other reg,"LIU, FAAN TONE",INSTRUCTOR,,,,,,
2.09,LEC - Lecture,4.64,5,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,32,29,27,2,0,0,18,0.26,0.22,0.11,0.44,0.15,0.41,0.26,0.93,0.07,0.09,0,002,MATH,Mathematics,10-12,3.61,20141,2 Other reg,"LIU, FAAN TONE",INSTRUCTOR,,,,,,
1.95,LEC - Lecture,4.9,5.05,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,28,23,23,0,0,0,16,0.22,0.26,0.04,0.52,0.26,0.48,0.22,1,0,0.18,0,003,MATH,Mathematics,7-9,3.41,20141,2 Other reg,"LIU, FAAN TONE",INSTRUCTOR,,,,,,
2.72,LEC - Lecture,4.68,4.93,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,30,29,29,0,0,0,26,0.28,0.38,0.14,0.21,0.17,0.21,0.03,1,0,0.03,0,004,MATH,Mathematics,7-9,3.30,20141,2 Other reg,"RADULESCU, ANCA R",INSTRUCTOR,2 Other reg,"LIU, FAAN TONE",INSTRUCTOR,,,
2.84,LEC - Lecture,4.67,4.87,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,31,29,29,0,0,0,25,0.38,0.31,0.17,0.24,0.1,0.14,0.03,1,0,0.06,0,005,MATH,Mathematics,7-9,3.00,20141,2 Other reg,"LIU, FAAN TONE",INSTRUCTOR,,,,,,
2.21,LEC - Lecture,4.45,4.87,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,32,30,30,0,0,0,22,0.23,0.23,0.27,0.4,0.13,0.27,0.13,1,0,0.06,0,006,MATH,Mathematics,10-12,3.50,20141,2 Other reg,"LIU, FAAN TONE",INSTRUCTOR,,,,,,
2.78,LEC - Lecture,3.88,4.65,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,32,28,28,0,0,0,24,0.29,0.43,0.18,0.18,0.07,0.11,0.04,1,0,0.13,0,007,MATH,Mathematics,7-9,3.19,20141,2 Other reg,"RADULESCU, ANCA R",INSTRUCTOR,2 Other reg,"LIU, FAAN TONE",INSTRUCTOR,,,
2.45,LEC - Lecture,4.19,4.44,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,33,30,30,0,0,0,26,0.2,0.27,0.43,0.27,0.07,0.1,0.03,1,0,0.09,0,008,MATH,Mathematics,7-9,3.05,20141,2 Other reg,"LIU, FAAN TONE",INSTRUCTOR,,,,,,
2.01,LEC - Lecture,4.11,5.11,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,30,25,25,0,0,0,18,0.16,0.24,0.32,0.4,0.08,0.28,0.2,1,0,0.17,0,009,MATH,Mathematics,7-9,2.89,20141,2 Other reg,"LIU, FAAN TONE",INSTRUCTOR,,,,,,
2.2,LEC - Lecture,3.26,4.05,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,31,27,27,0,0,0,20,0.07,0.44,0.22,0.33,0.11,0.26,0.15,1,0,0.13,0,010,MATH,Mathematics,10-12,3.56,20141,2 Other reg,"LIU, FAAN TONE",INSTRUCTOR,,,,,,
2.38,LEC - Lecture,4.52,5.54,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,31,27,26,1,0,0,22,0.27,0.19,0.31,0.31,0.12,0.23,0.12,0.96,0.04,0.13,0,011,MATH,Mathematics,7-9,3.37,20141,2 Other reg,"LIU, FAAN TONE",INSTRUCTOR,,,,,,
2.21,LEC - Lecture,5.08,5.51,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,33,32,31,1,0,0,25,0.16,0.32,0.29,0.35,0.06,0.23,0.16,0.97,0.03,0.03,0,012,MATH,Mathematics,7-9,3.02,20141,2 Other reg,"LIU, FAAN TONE",INSTRUCTOR,,,,,,
2.3,LEC - Lecture,4.22,5.31,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,30,26,26,0,0,0,20,0.12,0.35,0.42,0.27,0,0.12,0.12,1,0,0.13,0,013,MATH,Mathematics,7-9,3.36,20141,2 Other reg,"LIU, FAAN TONE",INSTRUCTOR,,,,,,
2.2,LEC - Lecture,4.18,4.64,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,30,29,29,0,0,0,17,0.17,0.28,0.28,0.34,0.17,0.28,0.1,1,0,0.03,0,014,MATH,Mathematics,7-9,3.32,20141,2 Other reg,"LIU, FAAN TONE",INSTRUCTOR,,,,,,
1.96,LEC - Lecture,4.6,5.45,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,28,20,20,0,0,0,13,0.15,0.3,0.15,0.45,0.15,0.4,0.25,1,0,0.29,0,015,MATH,Mathematics,7-9,2.95,20141,2 Other reg,"LIU, FAAN TONE",INSTRUCTOR,,,,,,
1.95,LEC - Lecture,4.21,4.65,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,30,28,27,0,0,0,20,0.11,0.33,0.26,0.52,0.07,0.3,0.22,0.96,0,0.07,0,016,MATH,Mathematics,7-9,2.80,20141,2 Other reg,"LIU, FAAN TONE",INSTRUCTOR,,,,,,
2.28,LEC - Lecture,4.05,4.88,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,32,27,27,0,0,0,23,0.26,0.22,0.22,0.41,0.19,0.3,0.11,1,0,0.16,0,017,MATH,Mathematics,7-9,3.21,20141,2 Other reg,"LIU, FAAN TONE",INSTRUCTOR,,,,,,
1.81,LEC - Lecture,4.46,4.8,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,30,28,28,0,0,0,23,0.07,0.25,0.32,0.5,0.18,0.36,0.18,1,0,0.07,0,018,MATH,Mathematics,7-9,2.92,20141,2 Other reg,"LIU, FAAN TONE",INSTRUCTOR,,,,,,
2.54,LEC - Lecture,,,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,,20,17,17,0,0,0,,0.24,0.41,0.12,0.29,0.24,0.24,0,1,0,0.15,0,310,MATH,Mathematics,,,20141,3 Supp,"MESA, CAMILO",LECTURER,,,,,,
2.84,LEC - Lecture,,,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,,13,12,12,0,0,0,,0.5,0.17,0.08,0.25,0.25,0.25,0,1,0,0.08,0,431,MATH,Mathematics,,,20141,2 Other reg,"NEWBERRY, PATRICK THAXTON",INSTRUCTOR,,,,,,
3.44,LEC - Lecture,,,1300,Calculus 1,1XXX,AS,MATH,NS,1,5,P  - In Person,Lower,1,,16,16,16,0,0,0,,0.56,0.31,0.13,0,0,0,0,1,0,0,0,888,MATH,Mathematics,,,20141,2 Other reg,"VERNEREY, DIVYA E.",INSTRUCTOR,,,,,,
3.23,LEC - Lecture,5.55,5.81,1310,"Calculus, Systems, and Modeling",1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,37,37,37,0,0,0,15,0.54,0.24,0.16,0.11,0.03,0.05,0.03,1,0,0,0,001,MATH,Mathematics,7-9,3.04,20141,1 TTT,"STADE, ERIC",PROFESSOR,,,,,,
2.98,LEC - Lecture,5.23,5.54,1310,"Calculus, Systems, and Modeling",1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,26,25,25,0,0,0,21,0.36,0.4,0.12,0.12,0.12,0.12,0,1,0,0.04,0,002,MATH,Mathematics,7-9,3.13,20141,4 TA Cred,"SHANNON, ERICA HILARY",TEACHING ASSISTANT,,,,,,
3.29,LEC - Lecture,5.41,5.88,1310,"Calculus, Systems, and Modeling",1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,31,30,30,0,0,0,17,0.47,0.4,0.1,0.03,0,0.03,0.03,1,0,0.03,0,003,MATH,Mathematics,7-9,2.64,20141,3 Supp,"MANLEY, KEVIN W",LECTURER,,,,,,
2.99,LEC - Lecture,,,1310,"Calculus, Systems, and Modeling",1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,,18,15,15,0,0,0,,0.4,0.33,0.2,0.13,0.07,0.07,0,1,0,0.17,0,219,MATH,Mathematics,,,20141,3 Supp,"MESA, CAMILO",LECTURER,,,,,,
3.31,LEC - Lecture,4.5,4.83,2001,Introduction to Discrete Mathematics,2XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,21,20,20,0,0,0,12,0.55,0.3,0.15,0.1,0,0,0,1,0,0.05,0,001,MATH,Mathematics,7-9,2.50,20141,1 TTT,"GOROKHOVSKY, ALEXANDER",ASSOCIATE PROFESSOR,,,,,,
2.56,LEC - Lecture,3.86,4.15,2001,Introduction to Discrete Mathematics,2XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,25,20,20,0,0,0,14,0.1,0.4,0.45,0.05,0,0.05,0.05,1,0,0.2,0,002,MATH,Mathematics,10-12,4.00,20141,1 TTT,"WISE, JONATHAN S",ASST PROFESSOR,,,,,,
2.4,LEC - Lecture,4.79,4.95,2001,Introduction to Discrete Mathematics,2XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,25,24,24,0,0,0,19,0.21,0.25,0.38,0.29,0.13,0.17,0.04,1,0,0.04,0,003,MATH,Mathematics,4-6,2.28,20141,1 TTT,"GREEN, RICHARD MUTEGEKI",PROFESSOR,,,,,,
3.01,LEC - Lecture,4.29,4.62,2001,Introduction to Discrete Mathematics,2XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,23,23,22,1,0,0,21,0.41,0.36,0.14,0.14,0,0.09,0.09,0.96,0.04,0,0,004,MATH,Mathematics,7-9,2.56,20141,1 TTT,"WALTER, MARTIN E",PROFESSOR,,,,,,
2.43,LEC - Lecture,3.33,3.5,2001,Introduction to Discrete Mathematics,2XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,17,10,10,0,0,0,6,0.3,0.2,0.3,0.2,0,0.2,0.2,1,0,0.41,0,005,MATH,Mathematics,4-6,1.75,20141,1 TTT,"ENGLANDER, JANOS",ASSOCIATE PROFESSOR,,,,,,
2.43,LEC - Lecture,4.46,5.12,2300,Calculus 2,2XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,33,31,31,0,0,0,27,0.13,0.55,0.16,0.23,0,0.16,0.16,1,0,0.06,0,001,MATH,Mathematics,7-9,3.40,20141,2 Other reg,"LIU, FAAN TONE",INSTRUCTOR,3 Supp,"HARPER, JACOB TYLER",LECTURER,,,
2.42,LEC - Lecture,4.96,5.76,2300,Calculus 2,2XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,34,30,30,0,0,0,25,0.3,0.17,0.3,0.27,0.13,0.23,0.1,1,0,0.12,0,002,MATH,Mathematics,10-12,3.79,20141,2 Other reg,"LIU, FAAN TONE",INSTRUCTOR,,,,,,
2.61,LEC - Lecture,4.89,5.36,2300,Calculus 2,2XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,35,31,31,0,0,0,24,0.26,0.26,0.35,0.16,0.06,0.13,0.06,1,0,0.11,0,003,MATH,Mathematics,10-12,3.93,20141,2 Other reg,"LIU, FAAN TONE",INSTRUCTOR,,,,,,
2.54,LEC - Lecture,4.62,5.45,2300,Calculus 2,2XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,34,32,31,1,0,0,32,0.23,0.39,0.16,0.23,0.16,0.23,0.06,0.97,0.03,0.06,0,004,MATH,Mathematics,7-9,3.42,20141,2 Other reg,"LIU, FAAN TONE",INSTRUCTOR,,,,,,
2.22,LEC - Lecture,4.81,5.46,2300,Calculus 2,2XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,32,29,29,0,0,0,23,0.24,0.31,0.1,0.41,0.14,0.34,0.21,1,0,0.09,0,005,MATH,Mathematics,7-9,3.07,20141,2 Other reg,"LIU, FAAN TONE",INSTRUCTOR,,,,,,
2.11,LEC - Lecture,4.26,5.32,2300,Calculus 2,2XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,33,28,28,0,0,0,24,0.21,0.18,0.25,0.46,0.21,0.36,0.14,1,0,0.15,0,006,MATH,Mathematics,7-9,3.07,20141,2 Other reg,"LIU, FAAN TONE",INSTRUCTOR,,,,,,
2.27,LEC - Lecture,4.8,5.2,2300,Calculus 2,2XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,34,30,30,0,0,0,20,0.13,0.33,0.37,0.27,0,0.17,0.17,1,0,0.12,0,007,MATH,Mathematics,10-12,3.62,20141,2 Other reg,"LIU, FAAN TONE",INSTRUCTOR,,,,,,
2.59,LEC - Lecture,4.71,4.88,2300,Calculus 2,2XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,35,34,34,0,0,0,24,0.35,0.24,0.24,0.24,0.06,0.18,0.12,1,0,0.03,0,008,MATH,Mathematics,7-9,3.11,20141,2 Other reg,"LIU, FAAN TONE",INSTRUCTOR,,,,,,
2.27,LEC - Lecture,5.3,5.67,2300,Calculus 2,2XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,34,31,29,2,0,0,24,0.14,0.31,0.34,0.31,0.1,0.21,0.1,0.94,0.06,0.09,0,009,MATH,Mathematics,7-9,3.31,20141,2 Other reg,"NEWBERRY, PATRICK THAXTON",INSTRUCTOR,2 Other reg,"LIU, FAAN TONE",INSTRUCTOR,,,
2.27,LEC - Lecture,5.12,5.53,2300,Calculus 2,2XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,34,32,32,0,0,0,25,0.19,0.25,0.34,0.34,0.13,0.22,0.09,1,0,0.06,0,010,MATH,Mathematics,7-9,3.42,20141,2 Other reg,"LIU, FAAN TONE",INSTRUCTOR,3 Supp,"MISHEV, ILIA DIMITROV",LECTURER,,,
1.81,LEC - Lecture,4.51,4.86,2300,Calculus 2,2XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,32,28,28,0,0,0,20,0.21,0.07,0.36,0.5,0.07,0.36,0.29,1,0,0.13,0,011,MATH,Mathematics,7-9,2.84,20141,2 Other reg,"LIU, FAAN TONE",INSTRUCTOR,3 Supp,"MESA, CAMILO",LECTURER,,,
